0 0 0 0 0 0
0 1 0 0 0 0
0 2 0 0 0 0
0 3 0 0 0 0
0 4 0 0 0 0
0 5 0 0 0 0
0 6 0 0 0 0
0 7 0 0 0 0
0 8 0 0 0 0
0 9 0 0 0 0
0.006 0 0.00279572 0.00316064 1.57674 1.10704
0.006 1 0.00206546 -0.000687793 -0.0107059 -0.513748
0.006 2 -0.00305308 0.00255424 -0.258668 0.24005
0.006 3 0.00167376 -0.00596401 0.0346912 -2.1084
0.006 4 -0.00333295 0.000283721 -1.06147 0.544677
0.006 5 -0.000876123 -0.00585768 0.24982 -1.15082
0.006 6 0.00393237 -0.00672315 0.598985 -1.77362
0.006 7 -0.00290735 0.00524822 -2.0288 1.35314
0.006 8 -0.000534973 0.00885965 -0.369165 2.09688
0.006 9 0.00267169 0.00394055 1.79587 1.30857
0.012 0 0.015633 0.00777704 3.47023 0.68027
0.012 1 -0.00240376 -0.00227635 -1.07578 0.178827
0.012 2 -0.00693187 0.00169128 -1.78738 -0.195795
0.012 3 0.00213243 -0.0187507 -0.127517 -2.17213
0.012 4 -0.0063515 0.00295353 0.378768 0.539952
0.012 5 0.00496155 -0.0103251 1.29826 -0.283605
0.012 6 0.00250474 -0.0178873 -0.658559 -1.44978
0.012 7 -0.0103367 0.0160949 -0.787535 2.77139
0.012 8 0.000687321 0.0226402 0.475616 2.83396
0.012 9 0.00799919 0.0124749 0.472681 1.49234
0.018 0 0.030073 0.0084722 1.99974 -0.222846
0.018 1 -0.00846602 -0.0031442 -0.987183 0.0179229
0.018 2 -0.0162303 0.00426854 -1.58996 1.38576
0.018 3 -0.00194673 -0.0306746 -1.47675 -2.17743
0.018 4 -0.00292272 0.00124661 1.20771 -1.71261
0.018 5 0.0138172 -0.00983656 1.47968 -0.405443
0.018 6 0.00254895 -0.0260526 0.341477 -1.05347
0.018 7 -0.0129175 0.0335168 -0.339131 1.89655
0.018 8 0.00429746 0.0435533 0.621297 3.44913
0.018 9 0.00928164 0.018405 -0.749866 0.866449
0.024 0 0.0438266 0.00937996 2.38892 0.857189
0.024 1 -0.0133674 -0.00760247 -0.539685 -1.40127
0.024 2 -0.0248438 0.0115803 -1.46039 0.798279
0.024 3 -0.011585 -0.0411922 -1.68462 -1.45249
0.024 4 0.00936175 -0.0107361 2.415 -1.61741
0.024 5 0.026235 -0.0133643 2.68288 -0.178865
0.024 6 0.00172656 -0.0305114 0.659529 -1.06262
0.024 7 -0.015223 0.0429998 -0.925282 1.74385
0.024 8 0.00203012 0.0657312 -0.0483545 3.69728
0.024 9 0.00474593 0.0217014 -0.595557 0.399695
0.03 0 0.0611282 0.0120099 3.58944 0.214252
0.03 1 -0.0132996 -0.0175597 0.721999 -1.60873
0.03 2 -0.0291198 0.0135384 0.22004 0.222341
0.03 3 -0.022674 -0.0476749 -2.22599 -1.66284
0.03 4 0.0166139 -0.0174962 0.47874 -0.394935
0.03 5 0.0413194 -0.0170444 2.86128 -1.18618
0.03 6 0.00144156 -0.0392556 -0.828344 -1.43715
0.03 7 -0.0205415 0.0556882 -1.25664 2.01493
0.03 8 0.000569827 0.0861859 0.526725 2.99084
0.03 9 0.00180638 0.0296627 -0.688194 2.34065
0.036 0 0.0831842 0.0131912 3.39673 -0.0294404
0.036 1 -0.00904771 -0.0262279 0.406678 -1.49285
0.036 2 -0.0288337 0.0161345 0.0117646 0.616905
0.036 3 -0.0315302 -0.0598221 -1.27872 -2.83485
0.036 4 0.0183867 -0.0204137 -0.195425 -0.745776
0.036 5 0.0566376 -0.0247459 3.02042 -1.65779
0.036 6 -0.00576366 -0.0461954 -1.41062 -0.709546
0.036 7 -0.0252616 0.0629467 -0.365082 0.211607
0.036 8 0.0036842 0.102629 1.08364 2.74465
0.036 9 -0.00687241 0.0436039 -1.11218 2.47478
0.042 0 0.105615 0.00946302 3.66204 -1.3422
0.042 1 -0.008659 -0.0345461 0.380547 -1.5833
0.042 2 -0.0251533 0.0231644 0.924907 1.19094
0.042 3 -0.038653 -0.0747108 -0.546811 -2.3237
0.042 4 0.0130712 -0.0276646 -1.27809 -1.6354
0.042 5 0.0777755 -0.0359632 4.37448 -2.87512
0.042 6 -0.0178235 -0.0538307 -2.73394 -1.95988
0.042 7 -0.0268318 0.0611801 -0.3069 -0.885883
0.042 8 0.0104289 0.117889 1.57245 2.22016
0.042 9 -0.0111363 0.0583182 -0.215069 2.74708
0.048 0 0.126665 0.000345572 3.37574 -1.62345
0.048 1 -0.00494379 -0.0425229 0.298113 -1.74637
0.048 2 -0.0208194 0.0266297 0.537235 0.496057
0.048 3 -0.0419621 -0.0881118 -0.431617 -2.51742
0.048 4 0.00275843 -0.0295216 -2.00546 0.310851
0.048 5 0.101424 -0.0477394 3.69284 -1.60954
0.048 6 -0.0377541 -0.0617165 -3.12124 -0.881003
0.048 7 -0.0270425 0.0523771 0.770158 -1.00749
0.048 8 0.0132965 0.131201 0.274493 1.43969
