0.374134 -1.84026
-1.86928 -0.460468
-1.62796 1.65152
-0.749814 3.12729
1.01322 3.23868
0.628043 1.28403
2.14986 0.606004
-1.39827 2.46234
0.110673 2.32945
0.0144693 1.52776
-1.08487 1.70434
1.53651 -0.741131
1.40521 -1.16019
-0.0391077 -1.96865
1.72241 -2.84797
0.11028 -2.65377
-0.681085 -2.35613
-1.41266 -1.56985
-0.913817 -1.20462
-0.042504 -2.28154
-2.52318 0.483511
-2.7671 0.68906
-1.69122 -1.20448
-2.44608 0.0769093
0.319803 0.395929
1.74769 -1.27321
1.75141 0.0211315
2.38851 1.76281
5.23429 0.693989
3.92072 -0.00967579
0.969242 -0.168319
1.10369 1.76533
-1.2062 3.46436
-2.02882 4.5464
-2.23438 1.47216
0.565003 1.99919
1.32095 1.5882
1.61443 0.9855
1.7625 2.0062
0.0728389 0.114497
0.255175 -2.04174
-0.194783 0.255739
1.09654 0.845808
1.56342 0.505129
1.75503 1.52718
2.96643 1.55762
3.98303 -0.941059
2.36015 -0.347621
2.72458 0.367359
0.399122 1.2005
-0.622683 0.255635
-2.22068 0.0963775
-1.45734 0.764555
1.36545 -1.20409
-1.43397 -2.83722
2.73174 -4.27103
2.2276 -2.35553
3.40458 -3.28824
1.18094 0.765984
-0.906902 -0.788412
-1.36672 1.58103
-0.615258 1.27316
-1.84859 0.15265
-2.33942 -0.496187
-2.28376 1.20138
-1.42377 1.41137
-0.788615 0.725893
-1.81251 1.33551
-3.29685 0.390152
-4.10948 -2.08526
-1.81383 -0.620597
0.572648 -1.40888
-0.475732 -0.343115
-0.118684 -1.029
1.65272 -2.16321
-0.975685 -0.779452
-2.70713 -1.97065
-1.13627 -3.73203
-1.73537 0.368452
-2.46167 -0.594088
-1.77798 -0.238914
2.4398 -0.805292
2.00208 -1.20199
-0.137969 -2.18295
-0.80984 -2.18981
-1.92094 -3.1705
-1.91787 -1.47824
-0.71016 -1.75908
-1.00078 -0.223636
-2.7112 1.03292
-2.58922 -0.5275
0.768657 -2.12451
-0.132732 1.08439
1.49629 0.460169
0.449039 0.129768
-0.666598 -1.32383
-2.68766 -2.64367
-0.655564 -1.88201
3.65201 -2.17217
5.88558 -4.67261
4.38401 -1.42076
2.65543 -0.252639
1.32926 -2.66662
0.681909 -0.358749
-1.3617 -2.33851
-0.868535 -1.64997
-1.94903 -1.06532
-3.55346 0.449141
-3.68101 0.0108055
-1.88882 -0.938371
-2.13842 0.8586
0.259672 1.78527
1.16674 3.58186
0.0741367 1.00669
2.16386 0.237763
1.00607 1.74962
2.13816 4.41473
2.67478 1.67816
1.43996 -1.59675
2.68218 -1.90296
1.63933 -4.75298
0.0560604 -3.99433
-0.040484 -4.33567
0.999171 -4.65394
-1.78683 -4.71614
-2.32965 -4.51885
0.688513 -3.48593
2.28666 -3.84315
1.71931 -3.71568
0.531464 -3.13872
-0.636211 -0.619457
-2.11385 0.366189
-2.30728 1.4784
-2.70082 1.50603
-3.73862 1.10766
-3.41347 1.49679
-3.72588 1.31751
-5.39017 2.18248
-3.65317 -0.48367
-3.60676 3.23131
-0.993446 3.79052
1.8822 0.479275
2.4208 -1.65086
4.57672 -3.67208
1.84093 -2.94266
-1.31478 -0.652781
-2.54416 -0.08928
-0.992312 0.938223
0.243248 1.31196
0.306024 0.53976
