0.015731 -1.4644
-1.85505 0.471766
-0.671939 3.68094
2.79077 4.06466
5.85646 0.0825058
1.75792 -4.7782
-0.818421 -4.45181
-4.66058 1.71445
0.603548 3.90785
3.1979 0.986663
0.846122 0.20747
1.86919 -3.27464
-1.4206 -3.3957
-3.64438 -1.30247
-1.14099 -0.931125
-2.89744 0.382336
-1.91928 1.46045
-0.445301 2.36471
2.0675 0.979372
1.18345 -2.46393
-2.46903 1.00311
-1.37783 2.54305
0.786451 0.801324
0.254217 0.902206
2.96773 -0.33264
1.9843 -4.10963
-0.682686 -3.00684
-0.650129 1.23241
3.76565 -0.858821
1.14833 -2.7981
-2.91816 -1.2601
-1.14004 3.19872
-0.0403056 5.17922
2.99207 4.88825
3.25886 -1.28907
3.4881 -2.62883
0.453912 -3.21888
-0.980712 -2.16867
-0.800761 1.27783
-1.15719 -0.353439
-1.13578 -0.996846
-1.41123 1.70994
1.78405 1.85082
3.20822 -0.577017
1.55592 -2.04452
1.20954 -2.20593
-0.231893 -4.05264
-2.4425 -0.0743105
0.704872 1.59201
-0.0935581 2.15728
0.797011 0.996857
-0.133848 1.03017
1.22245 0.706647
2.32168 -3.06187
-3.58662 -3.9226
-1.05348 -2.56288
-1.3421 0.678249
0.896533 -1.15522
-0.191959 2.21673
-0.553738 0.830666
0.640123 3.04881
2.12918 1.17861
0.898692 -1.02646
-0.928221 -1.4911
-0.840031 1.7947
1.08604 1.55486
1.2236 -0.529724
0.00561454 -0.432935
-2.70945 0.21943
-3.86305 -0.102041
-0.33645 2.39417
2.65415 -0.788266
-0.482305 -1.05495
-0.936745 -0.779157
0.695795 -1.67228
-3.03817 0.0868775
-3.81965 1.61854
-1.0962 0.455607
0.0253069 4.18705
1.56593 1.0903
1.56405 -0.316188
4.83176 -3.46153
0.00226913 -5.2595
-5.55115 -3.18808
-5.15695 2.51685
-2.10485 3.94263
1.00537 4.22632
3.43199 0.629997
1.70659 -1.42319
-1.12327 -0.253799
-2.68854 -0.726796
0.535406 -1.5016
-0.323619 2.3413
2.79441 -0.15887
-0.147555 -1.42037
-2.47617 -1.51052
-5.39633 0.416284
-1.02921 3.24244
5.47185 -0.958804
2.96577 -8.40515
-3.79354 -5.08161
-5.2145 1.68646
-2.38096 2.49916
0.713811 4.60897
0.656003 0.223088
0.506125 -0.421679
-1.24533 -0.18734
-2.4826 2.04571
-1.39819 3.03238
2.29024 1.15048
1.34729 0.395437
2.78754 0.162815
2.91099 -0.47927
-0.599257 -3.80497
-0.594775 -2.48714
-1.64542 0.803119
2.83929 4.22232
5.19404 -1.5519
0.313167 -6.74058
-2.97185 -4.62799
-6.02777 -3.26763
-5.56407 2.27348
-1.5759 3.71161
1.92438 0.790341
-1.85375 -2.04223
-3.30158 -0.883459
-0.161714 0.779992
2.23625 -1.65332
-0.0913944 -3.04836
-2.98373 -1.5711
-2.30324 3.46319
-0.0134541 4.33619
2.63469 2.28232
1.48254 0.0746972
-0.243536 0.026307
-0.493466 1.57984
-0.40516 1.52066
-1.8451 3.43737
1.08956 1.20999
2.15462 2.51331
4.54283 0.223299
3.86107 -6.45199
-2.42254 -6.91708
-3.5293 -3.77108
-4.8963 0.80341
-3.49505 5.92713
1.17039 5.15828
5.1222 2.6306
5.6445 -1.64956
1.08966 -4.71911
-1.0577 -2.38449
-0.34185 -1.76467
-3.10347 1.89179
-0.64957 0.91094
-2.53964 -0.59952
-1.60415 0.554585
0.57949 0.353087
1.65699 1.93096
1.47219 -1.8131
-2.6102 -1.81956
-1.02543 0.185276
0.849481 2.30267
-0.29364 1.82895
0.594819 2.2774
2.2118 1.19598
0.344862 -2.86983
-1.85944 -2.2458
-1.90628 -0.645838
-0.405904 1.43208
-0.378625 3.70625
1.40772 3.57289
-0.435372 0.315054
0.675887 -0.492268
